yomi,kigo_yomi
アカマツザンセツカイミンハゴウトクル,ザンセツ
クロウシノイコウユウカンジンチョウゲ,ジンチョウゲ
ネギボウズアタマノナカヒロイトイウフシギナ,ネギボウズ
カミアレテクルナツチョウガソウツニナル,ナツチョウ
ゲンゲサキキョウテイトイウナガイロウカ,ゲンゲ
ゴウウトッキュウウネルトキシラサギヲミタ,サギ
ロクガツトハトオクノウシノカタムキナリ,ロクガツ
ユスラウメウチキナモノニラクジツアリ,ユスラウメ
アオホオズキブンメイトイウジテンシャカグ,アオホオズキ
アオカリンラクジツナラテノヒラデウケラレル,アオカリン
セイザトキニホウロウデアリマンジュシャゲ,マンジュシャゲ
ボウガトハススキノマネヲスルコトナリ,ススキ
フユザクラゴウキュウハラクジツガウケル,フユサクラ
カユハフクモノハダカキハミズノムコウニ,ハダカキ
フユノアメキュウキュウシャトハナンタルジュン,フユノアメ
シロサザンカカミソリハイチマイデタリル,サザンカ
トオミネヨリシモノツヨサヲツカミダス,シモ
ウミシバシマドニワスレシアブラデリ,アブラデリ
ウミヲキタシキョウオンバカリアキトナル,アキ
ウミアララブヒノハルトゲンフダイケヤキ,ハル
セリアオシカエラヌミズトシテハゲシ,セリアオム
ミズウツテモニハイルアタリヨドミナシ,ウチミズ
ユキニタダアオザメコボシヘスブカナマリ,ユキ
ソウカヲミテヰシフユノカガヤキデヅ,フユ
シモテリノテブリゼイトスミサキソラ,シモ
タイサンボクスコシサガリテミズニミル,タイサンボクノハナ
オオアメノキチュウトナリシカキヲムク,カキ
モモジュクルルカゼニトドメテトオマバタキ,モモ
ニンツキヘトオイクビフルヨルノウシ,ニガツ
シロボタンケイノフカサニヌレダシヌ,ボタン
カザシモノヒトヨンデヲリヒヤマジキ,ヒヤマジキ
カゼニゲシヒャクゴウノオモサニヒタルナリ,ヒャクゴウ
マキトゲンフムコウハオオアメザクロスシ,ザクロ
ミサキカクニテルセイネントシアキエンポウ,アキ
サザナミニチョウハジケトビミサキフス,チョウ
サエズノイッポウカケシガケノサキ,サエズリ
ヒトムカシフタムカシトテウスラヒヌ,ハクヒョウ
ヒムガシノチヨコントアリヌユキアワシ,アワユキ
ボタンノヒノフウハリトヌケダシヌ,ボタン
カンフナニセンネンカタチヨキフモト,カンフナ
イサリニカンニチリンノダツヒアヒ,サムヒ
マガラネバナラヌシタタカユキカイガワ,ユキカイガワ
チカヅイテクルヤマビコノアツサカナ,アツサ
ツキノシュツノフラフラシタルモトオオテ,ツキ
クニヲナラベテハイリコムダイタキビ,タキビ
シガオノヨクチツテヰテハナザカリ,ハナ
ニコゴニシマノドンゾコユウラユラ,ニコゴ
アキアツトビトビハジマツテヰルダラク,アキアツ
ハルチリヲカブリイチオクヨリデヅル,ハルチリ
スギバヤシホノボノカコフオチアユヤ,オチアユ
ユキノカガヤキシャラクエノマヅウカレ,ユキ
ユキヤマノケブラヒヒトリフタリキカ,ユキヤマ
ソウメンノツヒニイツポンタダヨヘル,ソウメン
ウメノジツニウンスイピシリピシリショウユ,オウメ
シラタマノヒヤヒヤウイテヰルランキ,シラタマ
カゼトコロドコロツカメルシラウオヤ,シラウオ
マングブシゴジュウオンジュンヨクナラブ,マングブシ
サザナミニキュウシュウコオルシタザハリ,コオル
コガラシニフガクヒャクケイホウリダス,コガラシ
オボロヨニマサシクヤマノミユルシゾ,オボロ
コオロギノヤミマホロバニタドリツク,コオロギ
カゲロフニミズギハシロクアリヌベシ,カイスイギ
コスモスニヨルノオクショノミラルベシ,コスモス
コスモスノカナタノヨルガサソヒヰシ,コスモス
ヒトヒラノイテツクヤミヲコガホノオヤス,イテ
ヤミイテテトオクノヤミノシロラムナリ,イテ
イチマイノハシヲワタルヤシモノウミ,シモ
キスイセンツネハクモラヌマドトナシ,キスイセン
ナツチカシネムラズヨルノダイケヤキ,ナツチカシ
ナツシストモウミニオンナノカミヒカル,ナツ
ナツマケノクルブシアラフニシビカゲ,ナツマケ
ナツヒエムハジケカヘルニフノヒトツ,レイカ
ハナヒエテユクサカサマナヨワイノカゲ,ハナビエ
アセノテニナラクノシヅムミサキソラ,アセ
キシャオリテビリョウヲタダスハルノシモ,ハルノシモ
ギョウアンガヒヤヤカニミヲサリユキシ,ヒヤヤカ
セリフマレフウハアラアラシクモドル,セリ
ソラニエシシショクノナカヲナツノサル,バンカ
ソラスエシヲコズエニナガスマングブシ,マングブシ
アニノハカミエゲッコウノキョウカンス,ゲッコウ
ゲッコウノランブハジマルカイショクチ,ゲッコウ
ツキミメイガレキメザメテヰタリケリ,ツキ
ゲツメイヲアリクカナタノシシテミユ,ゲツメイ
カタシリゾクヤミズウミシロシショキアタリ,ショキアタリ
ヒマワリノカゲヨリクロキモノヲミズ,ヒマワリ
ミゾカワノフカサノキマルアブラデリ,アブラデリ
タカナミニササレマチウラノオイシフユ,フユ
サイタンヤキョコウスモジノサエヤスシ,サイタン
カサヲサスチノボウボウトコオルマエ,コオル
ヤマヲミテチラツクボショクアタタカシ,アタタカ
ヤマキエシキギノサムサノヒデリナス,サムサ
コニフカシアツサグモリノスイノシワ,アツサ
コノサリシアキユクイワハオオキクテ,バンシュウ
ヘビシャクシストヨフケノワレヲミテヰタリ,ヘビシャクキ
アキメキシヤミノヤサシクナガレヲリ,アキメク
アキカゼトトモニナガレテミズツヨシ,アキカゼ
アキカゼノノコスゾウチハマツニアリ,アキカゼ
シュンギョウヲダツフソラノテタダヨヘル,シュンギョウ
ハルセイフウノヒキアフタカサヨルヲシラズ,ハルセイフウ
ハルユウヒヨゴサヌホドニリンゴムク,ハルユウヒ
アツサグモリノクルハヌサキヲミサダメシ,アツサ
テノヒラノヤマノヒトツニユキフラス,ユキ
ヒトカゲヲヤショクノツイヘルフユヒデリ,フユヒデリ
ヒトキエテヤミノサワゲルフユヒデリ,フユヒデリ
ミズオトニアサノヒラカズナツラクヨウ,ナツラクヨウ
ミズオトノヨンヘンヨゴサズソツギョウス,ソツギョウ
ヒナノヒニハルカナヤマヲエテネムル,ヒナ
ニシソラノマモルイチニチノアキザクラ,アキザクラ
ニシビサシナジマヌハナノカズクモル,ニシビ
セツツセンヒトツニタソガレケブルマングブシ,マングブシ
ユキニミテモチュウノヤマヲシカトヨウク,ユキ
ユキノウエヒカリノゼイノタヨリナシ,ユキ
ユキノキタシチハミズオトヲレイカトシ,ユキ
ユキスコシコハテノヒラノヒヲケガス,ユキ
ユキクレテモリハナヤカニサリユケリ,ユキ
シモフツテイチニチノメイウキノボル,シモ
シモツキノシモニカザラレササメゴト,シモツキ
タキツララマツシロニホノオエヰタルナリ,ツララ
タキツボニヰテマッシロキユメヲツクス,タキ
タンビノフトウノゴゴヲオシミケリ,ミジカヒ
チハソウギョウミノラヌヒビヲカガミナシ,ミノル
ヒルナギノワガコトバノミユルルナリ,ナギ
テンリュウノミネツヨクミルナツボウシ,ナツボウシ
フユサイヨリエンコウトナリワガコノアサ,フユサイ
ヒカゲニテオキノカナシムコクトナリ,ヒカゲ
トシカハルスイノヨワイニテリナガラ,シンネン
ムギアキヲナガレルルミズノタカサミユ,ムギアキ
コオリツツニシビノリュウシカクレナシ,コオル
ヒカミニニシビヲオトスカゼトナル,コオリ
コオリメンノマボロシトナリフカレヰシ,コオリ
コワロシキコガラシニコノアソブナリ,コガラシ
フシサムクミズウミノヒルトヨルトビチガフ,サムシ
カゼノナカハハノテハナスアキモロトモ,アキ
ホダカクダリバンカノマチノヨソヨソシ,バンカ
ボチノアタリヤミズギノムレノトオザカル,カイスイギ
ハハノシニハジマルアキノヨミチナリ,アキノヨル
ホウタカクチルベキヨルヲシラヌナリ,ホウノハナ
ミカンヒトツウルホフホドニヨルノフカシ,ミカン
キリノナガレニスイミャクスガルツブセチノウ,キリ
ヨルノアタリノハナヲカタドルサムサカナ,サムサ
ヨルハコノメシキツメリュウヒョウキ,リュウヒョウ
ヨルヘムクトビラヒトツノキスイセン,キスイセン
ヨルサエテヒトリヘビシャクキトゲンフベシ,ヘビシャクキ
レイカキザスムネニトドメテヨンヘンノミズ,レイカ
サザナミニイッシカゲロフフユボウシ,フユボウシ
レンギョウノキヲナカシヰルムラノオク,レンギョウ
コガラシニエイショウサルルヨルノショウカ,コガラシ
コガラシニヒカルコウゼツノウラオモテ,コガラシ
サエズノナカウミコウガユウワクス,サエズリ
バラアオシヨルハコノコトバミノルナリ,バラ
ヒグラシノコヱカナタニテヨルヲツクル,ヒグラシ
キョウオンニヨルノハガレヌクサコウヨウ,クサコウヨウ
モズノナクマチマツシロニエガクカナ,モズ
カリガネニトロリトネムルイシツコロ,カリ
キンピラトナツテゴボウノヒトツマミ,ゴボウ
セセラギノタタキダシタルサトサクラ,サクラ
ドカドカトコエカケラレシオミナエシ,オミナエシ
ヌカルミニサクラバツカリカガヤキヌ,サクラ
ヒトツブノカンニチリンニキミハイル,サムヒ
フロシキノナカノオウミノサムサカナ,サムサ
ホホヱミノナガレツキタルナツヤマカ,ナツヤマ
マナザシノザツボクコウヨウニイリビタル,ザツボクコウヨウ
カンカラスシマツノツカヌコエノマツ,カンカラス
ニワトリノヒヨンヒヨンイズルヅルフユカスミ,フユカスミ
